textDisplay,translate,cleanText
"kalo mau memajukan negara dari aspek manapun, pertama tama kembangin dulu sumber pendapatan negara ga sih? Biar naikin jumlah apbn, baru ke perbaikan lainnya kaya subsidi gizi, bbm, pendidikan, dll, supaya uangnya bisa berputar, hasilnya juga jelas, bagus sih ngasi subsidi ke fasilitas rakyat tapi kan mesti ngelewatin dulu pemerintah daerah (blm di korupsi) pas nyampe ke rakyat, rakyat nya ga tertib (penimbunan dsb).","If you want to advance the country from any aspect, first first develop the source of state revenue or not? Let me increase the amount of APBN, then to other improvements like nutrition, fuel, education, etc., so that the money can be spinning, the results are also clear, good, subsidized to people's facilities, but you have to pass the local government first (not yet in corruption) when it arrived at People, the people are not orderly (hoarding, etc.).",want advance country aspect first first develop source state revenue let increase amount apbn improvements like nutrition fuel education etc money spinning results also clear good subsidized peoples facilities pass local government first yet corruption arrived people people orderly hoarding etc
"janji prabowo dan ganjar , gak masuk akal","Prabowo and Ganjar's promise, it doesn't make sense",prabowo ganjars promise doesnt make sense
Rakyat udah kenyang sama janji janji 😂<br>Cuma tolong lah kalo bikin janji yang ngotak dikit 😂,The people are full of the promise of the promise 😂 <br> just please make a promise that is a little bit 😂,people full promise promise please make promise little bit
Jang@n bingung deh semua calon sudah pernah menjabat dan sebelum menjabat dulu juga mereka sudah pernah berjanji sekarang tinggal di lihat rekam jejaknya dia nepatin janjinya apa mengingkarinya 😂😂😂,Jang@n confused all the candidates have already served and before serving first they have also promised now staying at the record of the tracks he is so on what promises are,jang confused candidates already served serving first also promised staying record tracks promises
Disesuaikan dengan preferensi masing masing ya 😁,Adjusted to each preference huh 😁,adjusted preference huh
Kapan ada janji realistis dan masuk akal???,When is there a realistic and reasonable promise ???,realistic reasonable promise
Kalau demokrasinya sudah tidak mengutamakan sekedar suara aja tapi kualitas,If the democracy has not prioritized just sound but quality,democracy prioritized sound quality
Paslon GAMA 22nya gak realistis<br>Paslon Prabowo hilirisasi dan larang ekspor bahan mentah itu gak realistis karena faktanya sebagian besar ekspor Indonesia sangat bergantung pada bahan mentah dan bahan mentah di Indonesia sebagian besar dikuasai asing mau hilirisasi kalo bahan mentahnya dikuasai dan dikelola asing tetep aja Indonesia akan jadi daerah kolonisasi<br>Paslon AMIN yang realistis naikin dana desa karena Paslon ini tidak mengutamakan IKN dan dananya bisa dialihkan ke dana desa,"GAMA 22 PANLON is not realistic <br> Prabowo Hilirization and prohibit exports of raw materials is not realistic because the fact is that most of Indonesia's exports are very dependent on raw materials and raw materials in Indonesia, most of them are controlled downstreaming if the raw materials are mastered and managed by foreign Indonesia will be a realistic colonization area of ​​the Amin Paslon to raise village funds because this candidate pair does not prioritize the IKN and the funds can be transferred to the Village Dana",gama panlon realistic prabowo hilirization prohibit exports raw materials realistic fact indonesias exports dependent raw materials raw materials indonesia controlled downstreaming raw materials mastered managed foreign indonesia realistic colonization area amin paslon raise village funds candidate pair prioritize ikn funds transferred village dana
Indonesia..masih menunggu pengganti pk susilo bambang yudhoyono... harus sabar...kehidupan masih suliit..kurangnya lapangan kerja...,Indonesia ... still waiting for a replacement for PK Susilo Bambang Yudhoyono ... Must be patient ... life is still suliit ... lack of employment ...,indonesia still waiting replacement pk susilo bambang yudhoyono must patient life still suliit lack employment
"Dana desa yg 2,5m aja banyak di corup kades",Village funds that are only 2.5m in the village head,village funds village head
Bangkrut kalo semua gratis. Yg terpenting itu kasih lapangan pekerjaan yg sebanyak banyak nya dan gaji yg sesuai maka rakyat otomatis bisa makan yg bergizi.,"Bankrupt if everything is free. The most important thing is to give as many jobs as much as possible and the appropriate salary, the people can automatically eat nutritious.",bankrupt everything free important thing give many jobs much possible appropriate salary people automatically eat nutritious
gak jelas anis dan ganjar ...,Unclear Anis and Ganjar ...,unclear anis ganjar
Gak manuk akal 🗿,No sense 🗿,sense
Janji no 3 terlalu manis,Promise no 3 is too sweet,promise sweet
"Knapa selalu rugi, karena selalu di korupsi trus gaji yang trrlalu besar, suap, tunjangan ,jancok","Why always lose, because it is always corrupt and then a large salary, bribery, allowance, jancok",always lose always corrupt large salary bribery allowance jancok
Namanya juga janji yg penting hati hati yg kita tdk sadari di belangkang layar ada keluarga cendana yg menguasai 70 % dan ada lagi di belakang layar ada radikalisme,The name is also an important promise of the heart that we don't realize in the scenes there is a sandalwood family who controls 70 % and there is another behind the scenes,name also important promise heart dont realize scenes sandalwood family controls another behind scenes
Kalau rakyat bodoh dan malas dan seneng dgn probowo yg punya program kasih makan.ibu dn minum.susi gratis dan. Utk sarang korupsi. Tetapi kalau rakyat pintar tdk mau karena menciptakan.pengemis baru dan pemalas.negara akan hancur dn tdk pembangunan<br> Sdgkan program bbm gratis pasti bohong hanya membodohi rakyat. Semoga rakyat sadar pilih capres yg programnya masuk di akal dan bisa di llaksanakan,"If the people are stupid and lazy and happy with probowo who have a program of love. For nest corruption. But if the smart people do not want to because of creating. New and lazy and lazy. The country will be destroyed and not construction <br> there will be a free BBM program, it will be lying only to fool the people. Hopefully the people are aware of choosing a presidential candidate whose program is reasonable and can be carried out",people stupid lazy happy probowo program love nest corruption smart people want creating new lazy lazy country destroyed construction free bbm program lying fool people hopefully people aware choosing presidential candidate whose program reasonable carried
KEUANGAN NEGARA sdh ada hitungannya...bertambah tiap tahun pengeluaran. <br>KEBANYAKAN JANJI malah BEGO.<br><br>PRABOWO TAU KONDISI..<br>ekspor berkurang UTANG bertambah....INVESTOR banyak ANGKAT KAKI 😂😂😂😂😂😂<br><br>BISA MENGONTROL NILAI TUKAR Rupiah / MENURUNKAN JADI 10 RIBU teehadap DOLLAR itu MANTAP............<br><br>10 TAHUN SY NABUNG DIBANK NILAI UANG SAYA BERKURANG<br>dulu rokok SURYA 10 RIBU ...skr 25 RIBU............GAK BERGUNA UANG tambah TAHUN,State finances have a calculation ... Increase every year expenditure. <br> Most promises are even stupid. Rupiah / lowering to 10 thousand to the dollar is great ............ <br> <br> Thousand ............ useless money plus,state finances calculation increase every year expenditure promises even stupid rupiah lowering thousand dollar great thousand useless money plus
Prabowo yang janjinya masuk akal<br>Yang lain cuma janji manis,Prabowo whose promise makes sense <br> the other is just a sweet promise,prabowo whose promise makes sense sweet promise
Aduh harga 10000 aja udah subsidi...duh aneh2 aja wan abut...<br>Anggaran desa 5 t sedang kan desa Indonesia ada sekitar 78000 desa..duit dr mana ? Duh bukan psimis tp yang realistis jatuhnya lu nanti cuma ungkang2 kaki biar desa pada kerja!! berlebihan nis soalnya ga ngena langsung ke rakyat real .,"Ouch, the price is 10000 subsidies ... it's just weird Wan Abut ... <br> Village Budget 5 T while the Indonesian village is around 78000 villages ... where is it? Duh not psimis but the realistic fall of the fall later only the kawang2 feet so that the village at work !! Excessive nis because the problem is not directly to the people of real.",ouch price subsidies weird wan abut village budget indonesian village around villages duh psimis realistic fall fall later kawang feet village work excessive nis problem directly people real
Klo saya dilema untuk ketiganya,If I'm a dilemma for all three,im dilemma three
WONGE GIBRAN 🙋‍♂️🙋‍♂️🙋‍♂️🙋‍♂️,Wonge Gibran 🙋‍♂️🙋‍♂️🙋‍♂️🙋‍♂️,wonge gibran
Ganjar ngomong tak masuk akal. Gabakalan guru di gaji segitu. Itu omong kosong. Yg waras walupun guru tetap milih prabowo,Ganjar said that it didn't make sense. Gabakalan teacher on that salary. That's bullshit. Who is sane even the teacher still chooses Prabowo,ganjar said didnt make sense gabakalan teacher salary thats bullshit sane even teacher still chooses prabowo
Kalo bukan orang yg bersifat penghianat maling pasti akan milih prabowo. Tpi kalo orang yg bersifat garong atau mata duitan. Ya milih ganjar. Wis kue tok,"If not a person who is a thief person will definitely choose Prabowo. But if people who are garong or money. Yes, choose Ganjar. Wis cake tok",person thief person definitely choose prabowo people garong money yes choose ganjar wis cake tok
Belum jadi kalo udah jadi mah boro2,Not finished if it's already become a boro2,finished already become boro
Memang prabowo gibran lebih masuk akal.... ❤❤❤❤,Indeed Prabowo Gibran makes more sense .... ❤❤❤❤,indeed prabowo gibran makes sense
All in Prabowo,All in Prabowo,prabowo
Klo narasinya macm dmikian y g&#39;ada realistisnya min siapapun paslonnya..,"If the narration is macm like y g &#39; there is realistic, min whoever the candidate pair",narration macm like g realistic min whoever candidate pair
Jangjinya kaga nahan giliran pmbuktian berak skbon,The only time is not the turn of the PMBuktian defecation,time turn pmbuktian defecation
"Janjinya kan bisa saja tidak dilaksanakan seperti lurah sekarang .. tol laut lah ..penyidikan kepada yg menghilangkan 13 nyawa .. , pertumbuhan ekonomi 7%, SWASEMBADA PANGAN lah ... Apa lagi tindakan mencerdaskan bangsa , janji pementasan kemiskinan .. semuanya bullshit ....😂😂","The promise could not be carried out like the lurah now ... sea tolls ... investigations to those who eliminate 13 lives ..., economic growth 7%, food self -sufficiency ... what else is the act of educating the nation, the promise of poverty staging ... all bullshit. ... 😂😂",promise could carried like lurah sea tolls investigations eliminate lives economic growth food self sufficiency else act educating nation promise poverty staging bullshit
